,area,rent amount (R$)
5421,32,1500
5422,24,1400
5423,49,3200
5424,50,1400
5425,40,2200
5426,30,2000
5427,70,1100
5428,146,1620
5429,120,4750
5430,67,890
5431,347,9000
5432,80,1705
5433,40,2500
5434,44,1020
5435,80,2200
5436,106,3000
5437,137,3800
5438,248,9000
5439,350,13500
5440,90,2800
5441,16,1420
5442,108,3400
5443,120,2414
5444,54,1800
5445,190,3900
5446,100,1800
5447,120,2100
5448,40,5000
5449,185,1850
5450,50,2300
5451,233,6000
5452,47,2611
5453,49,4100
5454,76,2100
5455,60,1300
5456,200,4500
5457,200,5000
5458,184,5445
5459,117,6100
5460,80,1250
5461,60,2000
5462,140,8200
5463,55,1500
5464,131,4200
5465,142,5000
5466,35,1100
5467,40,890
5468,57,6000
5469,30,890
5470,800,15000
5471,250,4000
5472,37,1500
5473,240,10000
5474,95,1650
5475,30,980
5476,380,5800
5477,50,1900
5478,32,900
5479,104,6000
5480,31,1575
5481,700,8000
5482,138,7000
5483,77,4500
5484,35,1305
5485,216,3500
5486,60,1000
5487,115,3000
5488,222,3000
5489,84,2600
5490,156,4150
5491,34,1050
5492,60,1150
5493,50,1300
5494,210,5500
5495,240,8000
5496,336,7500
5497,60,790
5498,194,4000
5499,70,2000
5500,46,1600
5501,185,6000
5502,90,8000
5503,90,1400
5504,175,4142
5505,140,4200
5506,400,6000
5507,127,3000
5508,60,3300
5509,230,4000
5510,48,6698
5511,62,2975
5512,110,4500
5513,80,2800
5514,54,2400
5515,42,4400
5516,55,850
5517,161,6500
5518,70,1100
5519,35,1300
5520,360,9000
5521,45,2900
5522,55,730
5523,25,1750
5524,68,2250
5525,900,20000
5526,71,990
5527,250,6400
5528,305,14000
5529,81,1700
5530,234,3600
5531,54,720
5532,70,4960
5533,100,1800
5534,48,4200
5535,88,1900
5536,40,2000
5537,76,1490
5538,109,6500
5539,160,2650
5540,106,1790
5541,90,1900
5542,70,2000
5543,120,2000
5544,230,3916
5545,130,3500
5546,67,1970
5547,140,3500
5548,80,1500
5549,40,1350
5550,49,1000
5551,73,3800
5552,110,2200
5553,79,2400
5554,40,1155
5555,370,7900
5556,140,2200
5557,300,8000
5558,40,1635
5559,100,1600
5560,63,1890
5561,150,5500
5562,190,13000
5563,100,2400
5564,132,3400
5565,127,3300
5566,222,2400
5567,80,1680
5568,208,12000
5569,480,10000
5570,360,15000
5571,142,1750
5572,150,5100
5573,54,1600
5574,35,1000
5575,44,1090
5576,130,4500
5577,70,1550
5578,68,1300
5579,212,15000
5580,35,3300
5581,116,1700
5582,80,1900
5583,47,2250
5584,60,1000
5585,75,1200
5586,60,1098
5587,100,5000
5588,22,1500
5589,75,2900
5590,75,2500
5591,65,700
5592,25,1300
5593,194,2999
5594,75,2000
5595,51,1000
5596,63,4080
5597,90,1200
5598,45,3000
5599,85,2000
5600,70,1700
5601,66,1700
5602,45,1100
5603,114,2900
5604,26,2300
5605,60,2000
5606,44,1100
5607,20,1050
5608,91,9800
5609,70,1000
5610,30,1550
5611,308,15000
5612,90,3000
5613,217,5000
5614,47,1700
5615,60,1800
5616,35,1305
5617,490,10000
5618,180,3000
5619,65,1950
5620,76,1700
5621,56,1400
5622,68,1500
5623,56,1350
5624,131,10000
5625,100,2500
5626,72,2500
5627,88,1450
5628,38,1850
5629,49,1300
5630,60,4600
5631,80,2950
5632,280,4000
5633,510,10000
5634,148,9900
5635,76,1600
5636,110,1400
5637,22,1275
5638,42,2000
5639,59,1700
5640,158,2500
5641,65,925
5642,20,1800
5643,298,3000
5644,38,2280
5645,213,6500
5646,150,1900
5647,60,1000
5648,65,1400
5649,169,6450
5650,100,3973
5651,158,6600
5652,150,6000
5653,49,1650
5654,260,5000
5655,65,2500
5656,380,9000
5657,70,1200
5658,180,2000
5659,105,1250
5660,300,4000
5661,190,9000
5662,67,1000
5663,96,9000
5664,75,1300
5665,45,1100
5666,60,1900
5667,45,2970
5668,38,3400
5669,75,1521
5670,442,7500
5671,220,11000
5672,140,6000
5673,76,1400
5674,60,580
5675,50,803
5676,165,5000
5677,90,1150
5678,62,1200
5679,120,3800
5680,279,4500
5681,79,3500
5682,45,980
5683,36,590
5684,47,750
5685,270,3200
5686,25,890
5687,45,1125
5688,255,6600
5689,55,954
5690,85,4940
5691,200,2700
5692,55,1400
5693,180,2287
5694,64,1900
5695,42,923
5696,300,5400
5697,32,2000
5698,64,1850
5699,72,1440
5700,30,1000
5701,55,1250
5702,253,6750
5703,147,4250
5704,110,4575
5705,400,3760
5706,350,4794
5707,510,10000
5708,246,10000
5709,92,2200
5710,54,2300
5711,130,3700
5712,53,1100
5713,59,1500
5714,153,9876
5715,78,950
5716,305,5500
5717,54,1148
5718,80,1275
5719,26,1490
5720,96,2500
5721,70,1300
5722,56,2500
5723,320,5500
5724,30,861
5725,45,1000
5726,60,1134
5727,101,3500
5728,220,3200
5729,60,1200
5730,62,1800
5731,65,1100
5732,111,1102
5733,140,4000
5734,17,2100
5735,90,3500
5736,40,1350
5737,70,6100
5738,370,5000
5739,48,1000
5740,130,2500
5741,303,18000
5742,150,10740
5743,45,5520
5744,190,6200
5745,250,3940
5746,78,1690
5747,160,2500
5748,100,1850
5749,298,14700
5750,140,1500
5751,78,4338
5752,47,650
5753,80,2424
5754,20,1800
5755,60,1550
5756,52,2500
5757,75,1100
5758,45,2364
5759,26,900
5760,120,2200
5761,239,5500
5762,22,2200
5763,750,5800
5764,148,4000
5765,80,1000
5766,76,2280
5767,45,3200
5768,74,1600
5769,38,500
5770,57,6000
5771,40,780
5772,147,2200
5773,300,7800
5774,50,1200
5775,55,3500
5776,25,1400
5777,80,3650
5778,300,2800
5779,680,8000
5780,252,12500
5781,208,7000
5782,36,750
5783,50,1100
5784,70,1200
5785,184,2600
5786,100,5590
5787,73,1350
5788,140,1290
5789,240,8000
5790,60,2700
5791,170,4500
5792,59,1930
5793,169,2700
5794,58,1235
5795,110,980
5796,70,1500
5797,27,960
5798,200,4000
5799,180,7000
5800,33,1000
5801,120,7000
5802,47,2200
5803,470,7200
5804,277,3170
5805,71,1450
5806,40,1200
5807,90,3850
5808,244,4500
5809,55,1100
5810,92,3200
5811,318,3840
5812,74,1600
5813,60,2200
5814,120,2300
5815,30,1950
5816,55,5000
5817,38,770
5818,55,720
5819,182,9000
5820,77,1950
5821,160,3400
5822,346,4080
5823,80,1300
5824,88,1950
5825,75,2500
5826,120,3500
5827,28,1230
5828,29,2000
5829,67,900
5830,110,6500
5831,170,5500
5832,80,1500
5833,72,1440
5834,76,4000
5835,126,3500
5836,150,5500
5837,40,1505
5838,84,3200
5839,100,4350
5840,209,4000
5841,100,1400
5842,50,1300
5843,110,3200
5844,23,1500
5845,50,1200
5846,68,4500
5847,86,1150
5848,57,1150
5849,110,4000
5850,69,1550
5851,48,550
5852,240,10800
5853,84,1250
5854,88,3400
5855,270,10000
5856,66,1560
5857,81,1500
5858,184,4500
5859,170,3000
5860,500,15000
5861,200,6200
5862,70,1900
5863,155,6200
5864,100,2650
5865,198,10700
5866,45,2800
5867,40,4800
5868,30,1100
5869,44,2572
5870,98,4300
5871,73,900
5872,340,8700
5873,101,1920
5874,30,1720
5875,80,1600
5876,30,500
5877,999,15000
5878,171,10600
5879,100,1600
5880,70,2707
5881,49,2600
5882,62,1300
5883,162,3700
5884,260,15000
5885,266,4850
5886,250,15000
5887,124,2500
5888,57,900
5889,218,7800
5890,210,13100
5891,274,2500
5892,52,1800
5893,254,7740
5894,147,3600
5895,78,1650
5896,60,1300
5897,130,2700
5898,50,2700
5899,110,2600
5900,80,2850
5901,376,12000
5902,50,1370
5903,179,10000
5904,163,9800
5905,110,1820
5906,330,13000
5907,35,1850
5908,96,4147
5909,90,2080
5910,45,1500
5911,130,5600
5912,77,1200
5913,35,2650
5914,280,12000
5915,24606,8100
5916,344,3500
5917,140,1950
5918,95,3000
5919,55,900
5920,54,720
5921,50,850
5922,200,10000
5923,50,2350
5924,200,4500
5925,67,2840
5926,62,2050
5927,50,1700
5928,77,2500
5929,220,4680
5930,253,4100
5931,500,9000
5932,35,900
5933,23,2300
5934,325,8500
5935,28,800
5936,76,3360
5937,70,1300
5938,120,2040
5939,180,2500
5940,350,6000
5941,60,750
5942,87,2900
5943,80,2837
5944,90,2700
5945,200,8700
5946,260,15000
5947,100,4500
5948,50,950
5949,800,12000
5950,75,2500
5951,213,4100
5952,70,1650
5953,55,1000
5954,264,5300
5955,66,1650
5956,269,5100
5957,50,1550
5958,400,10000
5959,38,1685
5960,50,1800
5961,84,2500
5962,40,1000
5963,50,690
5964,27,960
5965,90,3200
5966,50,1500
5967,220,12000
5968,106,2500
5969,65,1800
5970,70,930
5971,260,5500
5972,60,820
5973,80,1275
5974,132,2500
5975,85,7200
5976,600,12000
5977,87,2975
5978,78,2330
5979,188,8000
5980,38,1450
5981,209,9800
5982,280,13000
5983,420,15000
5984,68,1000
5985,46,990
5986,63,2750
5987,220,3700
5988,150,3000
5989,98,8500
5990,119,3000
5991,40,796
5992,110,2700
5993,50,1740
5994,25,2200
5995,75,2000
5996,50,1500
5997,152,3500
5998,330,4000
5999,251,3400
6000,120,3000
6001,64,2100
6002,180,2000
6003,61,1500
6004,62,800
6005,35,3388
6006,60,1300
6007,58,2200
6008,146,6600
6009,176,6500
6010,220,3600
6011,47,1300
6012,30,650
6013,103,2160
6014,600,9000
6015,200,6200
6016,34,1530
6017,95,2900
6018,215,6000
6019,60,1230
6020,145,9000
6021,102,1600
6022,44,3600
6023,90,4200
6024,180,5000
6025,123,3000
6026,54,2200
6027,50,1884
6028,100,1690
6029,36,1200
6030,92,3010
6031,68,2000
6032,94,4450
6033,25,700
6034,60,1300
6035,321,13000
6036,116,3900
6037,40,1010
6038,100,2300
6039,70,1300
6040,48,1700
6041,115,7000
6042,90,3600
6043,89,2900
6044,30,1360
6045,39,600
6046,42,5250
6047,400,7200
6048,47,2500
6049,124,7200
6050,120,2200
6051,45,700
6052,270,6500
6053,108,3655
6054,128,8000
6055,179,3040
6056,140,2000
6057,27,1167
6058,250,6000
6059,350,4400
6060,208,5000
6061,80,2100
6062,34,3100
6063,150,2850
6064,127,7000
6065,296,8500
6066,61,2700
6067,375,9000
6068,370,14000
6069,30,1270
6070,480,8500
6071,33,3500
6072,84,3100
6073,340,7000
6074,97,3000
6075,110,2500
6076,77,2200
6077,105,2500
6078,33,1800
6079,25,2040
6080,130,4400
6081,480,7500
6082,240,10000
6083,80,2500
6084,50,1900
6085,32,1000
6086,48,1400
6087,90,2600
6088,30,1100
6089,75,2800
6090,59,1450
6091,25,1750
6092,140,3000
6093,100,4000
6094,23,990
6095,124,2750
6096,84,8500
6097,69,4000
6098,100,2000
6099,70,4000
6100,88,1290
6101,465,15000
6102,90,2730
6103,120,3000
6104,277,7650
6105,270,5000
6106,216,3800
6107,150,1200
6108,360,3995
6109,110,2700
6110,50,1300
6111,98,7500
6112,190,5000
6113,35,2500
6114,350,12000
6115,950,10000
6116,213,9900
6117,100,3000
6118,240,16000
6119,77,960
6120,217,14500
6121,218,8400
6122,31,1040
6123,380,15000
6124,40,1800
6125,48,3800
6126,55,1400
6127,270,5740
6128,80,4500
6129,50,1850
6130,38,3200
6131,320,5000
6132,500,6400
6133,110,2400
6134,300,10500
6135,30,650
6136,58,3400
6137,18,1720
6138,139,3500
6139,210,8000
6140,50,1180
6141,70,7000
6142,36,1275
6143,48,1100
6144,92,1600
6145,189,4500
6146,38,2500
6147,351,9500
6148,64,2700
6149,31,2400
6150,90,2450
6151,40,3463
6152,180,15000
6153,64,1500
6154,190,5500
6155,400,14000
6156,180,10000
6157,73,3000
6158,64,2600
6159,65,2530
6160,400,12800
6161,48,5470
6162,40,1700
6163,61,1445
6164,85,1700
6165,235,12000
6166,347,12000
6167,25,540
6168,85,3600
6169,103,6500
6170,159,3300
6171,42,3600
6172,100,1946
6173,111,8000
6174,40,1500
6175,92,2525
6176,480,8000
6177,55,2000
6178,24,1200
6179,50,1000
6180,80,1600
6181,230,2500
6182,72,1200
6183,90,1353
6184,22,700
6185,455,19500
6186,140,2400
6187,23,1300
6188,46,1070
6189,70,2350
6190,150,3250
6191,55,500
6192,40,2040
6193,91,1750
6194,140,2500
6195,50,1300
6196,52,980
6197,100,3000
6198,160,7000
6199,50,750
6200,137,1800
6201,42,1200
6202,650,9900
6203,90,2000
6204,30,1854
6205,254,6780
6206,40,3600
6207,130,3300
6208,128,2650
6209,78,1600
6210,42,690
6211,140,2370
6212,46,1600
6213,50,1170
6214,54,4130
6215,40,3200
6216,50,1100
6217,75,1800
6218,472,6500
6219,360,4800
6220,308,15000
6221,50,3700
6222,540,5100
6223,321,7318
6224,70,1290
6225,130,2800
6226,170,4500
6227,60,5500
6228,45,4500
6229,60,750
6230,340,12000
6231,58,750
6232,195,10000
6233,100,3000
6234,50,700
6235,54,999
6236,55,1300
6237,48,3550
6238,58,1700
6239,200,8500
6240,77,1500
6241,72,1200
6242,50,1800
6243,95,3000
6244,130,4800
6245,30,700
6246,300,15000
6247,95,2245
6248,80,1750
6249,310,15000
6250,170,1000
6251,46,820
6252,97,2734
6253,130,7900
6254,30,1140
6255,40,2600
6256,90,2100
6257,89,7700
6258,240,3500
6259,106,2430
6260,80,1500
6261,22,2200
6262,141,4010
6263,340,15000
6264,105,6500
6265,70,1290
6266,200,8000
6267,62,709
6268,74,3200
6269,333,7000
6270,250,4000
6271,70,3590
6272,120,5500
6273,35,960
6274,67,1529
6275,220,3000
6276,80,2500
6277,57,4800
6278,100,2200
6279,60,750
6280,87,1450
6281,530,9520
6282,35,700
6283,140,3000
6284,45,1630
6285,70,3500
6286,140,1360
6287,80,2000
6288,50,1150
6289,108,2900
6290,60,2200
6291,30,3500
6292,110,3800
6293,70,1100
6294,360,3635
6295,348,6000
6296,270,7900
6297,86,5500
6298,100,3000
6299,30,1850
6300,146,10000
6301,100,1600
6302,185,6900
6303,300,4600
6304,120,3200
6305,195,2990
6306,110,8000
6307,210,7000
6308,400,6800
6309,42,690
6310,180,3400
6311,329,6300
6312,44,1400
6313,28,1250
6314,90,3800
6315,90,2150
6316,200,2800
6317,240,6000
6318,55,1200
6319,90,4200
6320,85,1900
6321,255,11900
6322,280,8000
6323,32,1400
6324,29,1100
6325,48,3000
6326,170,2300
6327,45,3000
6328,341,13000
6329,80,1638
6330,153,2550
6331,120,2200
6332,33,1650
6333,180,5500
6334,84,1200
6335,73,2700
6336,50,3000
6337,40,4320
6338,216,15000
6339,44,2300
6340,120,1700
6341,150,8900
6342,136,2500
6343,54,1000
6344,100,3800
6345,50,1200
6346,60,800
6347,125,3500
6348,28,1870
6349,78,1480
6350,46,850
6351,35,2896
6352,104,4200
6353,215,15000
6354,100,2250
6355,30,705
6356,43,1500
6357,234,7000
6358,37,1730
6359,50,2000
6360,71,3500
6361,118,3890
6362,122,1750
6363,58,1200
6364,270,9800
6365,90,2500
6366,400,8000
6367,155,5500
6368,85,2975
6369,280,12000
6370,30,2000
6371,54,3500
6372,25,750
6373,176,4500
6374,570,10500
6375,95,1600
6376,30,1153
6377,250,3571
6378,98,2500
6379,68,800
6380,83,3690
6381,70,2250
6382,50,1000
6383,480,4100
6384,250,10000
6385,191,9500
6386,140,8000
6387,49,2600
6388,362,7900
6389,61,1297
6390,156,1615
6391,179,5400
6392,120,2800
6393,200,12000
6394,185,5600
6395,120,3600
6396,50,1715
6397,400,4800
6398,240,8200
6399,60,1520
6400,100,2700
6401,250,7500
6402,100,1820
6403,72,2000
6404,70,2000
6405,16,2700
6406,98,4500
6407,170,2060
6408,45,1450
6409,90,5500
6410,30,2570
6411,140,4905
6412,90,3640
6413,62,1300
6414,80,2500
6415,40,750
6416,65,1800
6417,300,3900
6418,340,10000
6419,72,5270
6420,250,13000
6421,100,3478
6422,45,5520
6423,98,12750
6424,164,3200
6425,250,6500
6426,28,1189
6427,60,1650
6428,105,2720
6429,220,12960
6430,250,4000
6431,171,5100
6432,156,3900
6433,150,4500
6434,75,1500
6435,254,10000
6436,68,9000
6437,55,1528
6438,40,800
6439,230,12000
6440,70,1995
6441,170,3700
6442,40,1050
6443,45,5520
6444,270,7500
6445,54,1500
6446,291,3300
6447,86,1310
6448,77,2200
6449,86,2900
6450,200,2000
6451,90,4800
6452,64,3400
6453,54,1310
6454,387,6000
6455,100,10000
6456,50,1800
6457,520,12000
6458,23,2100
6459,60,1580
6460,96,3000
6461,140,2700
6462,103,2750
6463,148,2000
6464,172,3500
6465,93,3200
6466,72,2300
6467,68,1500
6468,350,4000
6469,70,3500
6470,400,6900
6471,38,690
6472,107,8400
6473,38,950
6474,111,2500
6475,140,3800
6476,35,1150
6477,178,15000
6478,200,9500
6479,33,1000
6480,90,1600
6481,65,1600
6482,320,5500
6483,68,1320
6484,180,4800
6485,50,1300
6486,137,4700
6487,165,6500
6488,180,5350
6489,220,5100
6490,85,2800
6491,37,1400
6492,64,2750
6493,97,4400
6494,90,1300
6495,130,4500
6496,128,3400
6497,58,4000
6498,76,900
6499,220,6200
6500,40,780
6501,235,2550
6502,45,1100
6503,47,1100
6504,471,14000
6505,50,520
6506,344,15000
6507,38,1850
6508,42,860
6509,60,1400
6510,500,13000
6511,49,1700
6512,48,900
6513,45,1300
6514,72,1200
6515,400,1600
6516,28,1750
6517,189,8500
6518,160,3900
6519,330,15000
6520,200,1720
6521,375,15000
6522,68,1877
6523,70,2500
6524,110,2950
6525,103,5600
6526,26,1500
6527,88,1200
6528,165,4500
6529,80,1100
6530,90,2780
6531,380,4000
6532,174,6000
6533,128,6800
6534,160,2100
6535,168,3700
6536,100,2200
6537,69,1370
6538,300,5000
6539,163,7500
6540,86,2200
6541,236,1600
6542,112,3900
6543,600,12750
6544,256,3000
6545,220,3500
6546,257,12000
6547,75,1500
6548,400,7650
6549,560,6550
6550,220,4600
6551,70,3500
6552,19,1200
6553,35,900
6554,70,2600
6555,40,3300
6556,37,1500
6557,180,9000
6558,60,2300
6559,90,2050
6560,208,4500
6561,160,4700
6562,180,3610
6563,150,3300
6564,75,1080
6565,90,1039
6566,170,2900
6567,193,13000
6568,40,2300
6569,45,3850
6570,116,8000
6571,67,2300
6572,40,1920
6573,140,3850
6574,52,980
6575,350,3850
6576,420,6000
6577,204,3440
6578,110,2200
6579,645,15000
6580,260,11000
6581,160,2400
6582,50,1200
6583,40,1800
6584,60,3000
6585,30,1000
6586,75,1615
6587,78,2850
6588,140,3500
6589,500,7950
6590,80,971
6591,182,2900
6592,90,2735
6593,103,1500
6594,180,5100
6595,32,1100
6596,52,750
6597,75,2200
6598,290,6000
6599,50,2000
6600,550,15000
6601,216,2800
6602,444,10000
6603,69,1850
6604,76,2100
6605,180,8100
6606,445,15000
6607,156,4200
6608,35,1100
6609,130,2400
6610,92,3200
6611,200,8500
6612,50,1300
6613,50,850
6614,155,12000
6615,1000,7000
6616,42,1920
6617,58,1480
6618,35,3365
6619,27,1167
6620,16,650
6621,94,1900
6622,83,2500
6623,360,9000
6624,360,4600
6625,430,13000
6626,29,1100
6627,120,2490
6628,50,4500
6629,60,650
6630,45,1630
6631,250,12000
6632,200,4700
6633,70,2500
6634,48,1100
6635,70,2500
6636,73,5000
6637,90,2700
6638,45,640
6639,80,3600
6640,106,5520
6641,45,850
6642,315,7450
6643,287,12000
6644,230,5500
6645,42,2500
6646,152,1500
6647,75,1300
6648,94,2000
6649,70,2100
6650,59,1750
6651,380,15000
6652,217,4910
6653,110,2800
6654,38,550
6655,310,12000
6656,400,3150
6657,55,1500
6658,320,6000
6659,75,1600
6660,235,3300
6661,434,11000
6662,160,7000
6663,108,4348
6664,280,12750
6665,55,680
6666,60,1500
6667,226,10000
6668,58,900
6669,178,6700
6670,40,1150
6671,205,2490
6672,112,2500
6673,300,15000
6674,140,5000
6675,113,2600
6676,96,1400
6677,55,3500
6678,180,7600
6679,240,6000
6680,80,3000
6681,230,2200
6682,127,3000
6683,156,6500
6684,65,4000
6685,88,4500
6686,107,2000
6687,60,1200
6688,35,550
6689,243,5556
6690,30,850
6691,45,870
6692,130,3000
6693,80,2800
6694,98,2166
6695,15,1200
6696,57,1800
6697,180,2400
6698,200,7000
6699,70,1900
6700,350,2500
6701,64,1700
6702,40,750
6703,73,700
6704,200,12000
6705,36,1990
6706,63,850
6707,85,3500
6708,198,3801
6709,70,940
6710,60,1000
6711,90,950
6712,98,1800
6713,103,3000
6714,160,4300
6715,100,4000
6716,50,1000
6717,55,1100
6718,80,2550
6719,50,690
6720,25,1900
6721,120,5500
6722,127,3800
6723,98,5500
6724,65,3050
6725,86,1200
6726,200,15000
6727,360,10000
6728,65,1410
6729,93,3500
6730,187,5300
6731,616,12500
6732,86,1200
6733,139,4396
6734,100,2000
6735,285,8000
6736,52,3000
6737,39,2000
6738,42,1800
6739,30,1386
6740,70,900
6741,60,1200
6742,90,3040
6743,61,850
6744,50,780
6745,48,1545
6746,27,3500
6747,100,2600
6748,155,4500
6749,230,7600
6750,47,1100
6751,55,730
6752,60,1100
6753,380,4500
6754,180,11000
6755,196,4600
6756,70,1300
6757,227,10000
6758,60,2650
6759,63,1960
6760,150,3400
6761,144,1750
6762,200,3000
6763,34,2200
6764,74,3200
6765,73,1800
6766,368,8500
6767,160,2300
6768,120,3250
6769,180,12000
6770,290,6000
6771,225,3995
6772,60,1087
6773,35,1305
6774,95,6500
6775,260,6500
6776,260,10000
6777,350,15000
6778,500,6000
6779,42,2198
6780,80,3500
6781,100,4500
6782,110,2300
6783,70,1520
6784,12,950
6785,62,1300
6786,90,1600
6787,220,9000
6788,197,7000
6789,214,14000
6790,105,1750
6791,390,8000
6792,390,11500
6793,105,3700
6794,270,3270
6795,260,4500
6796,344,3612
6797,100,2000
6798,50,1800
6799,183,5950
6800,270,9753
6801,180,5900
6802,52,1580
6803,260,4500
6804,38,1450
6805,40,2990
6806,360,7800
6807,160,8950
6808,120,4800
6809,70,1000
6810,203,3300
6811,18,1260
6812,50,1550
6813,33,1300
6814,30,1090
6815,330,6000
6816,60,2170
6817,144,7200
6818,93,5500
6819,100,1900
6820,71,1250
6821,67,800
6822,70,3000
6823,300,13000
6824,240,9800
6825,96,1847
6826,200,4500
6827,54,3500
6828,174,6800
6829,350,15000
6830,92,1950
6831,125,1850
6832,308,8000
6833,375,12750
6834,137,2200
6835,70,1100
6836,65,1200
6837,107,12800
6838,85,4131
6839,69,3000
6840,110,1400
6841,113,2200
6842,213,5100
6843,140,2700
6844,253,2400
6845,490,9000
6846,96,3710
6847,23,2100
6848,80,5000
6849,92,3500
6850,25,1900
6851,220,4335
6852,70,2000
6853,130,4300
6854,120,1800
6855,208,7000
6856,70,2000
6857,160,4460
6858,214,5600
6859,40,3179
6860,64,3500
6861,290,10000
6862,35,850
6863,138,8000
6864,78,2500
6865,92,1900
6866,513,2900
6867,58,1270
6868,51,4650
6869,200,9000
6870,115,1600
6871,64,1900
6872,40,1000
6873,159,1900
6874,35,1850
6875,192,1560
6876,250,4500
6877,43,660
6878,142,2000
6879,244,2900
6880,200,8000
6881,55,700
6882,108,5500
6883,120,2200
6884,44,4300
6885,50,1140
6886,87,3800
6887,88,5870
6888,376,1800
6889,38,1490
6890,45,880
6891,36,1627
6892,75,1360
6893,85,3000
6894,35,1100
6895,58,2470
6896,90,2300
6897,87,1550
6898,136,8090
6899,124,5400
6900,51,2500
6901,90,1700
6902,270,6500
6903,200,3400
6904,79,1140
6905,40,3300
6906,300,6600
6907,44,1900
6908,130,2200
6909,180,6400
6910,79,3200
6911,50,1850
6912,110,1500
6913,17,2200
6914,60,2100
6915,95,1700
6916,145,2975
6917,125,10000
6918,70,2000
6919,90,2700
6920,28,2500
6921,110,3200
6922,165,3000
6923,25,1750
6924,195,2700
6925,70,900
6926,50,2000
6927,44,2800
6928,245,2025
6929,46,1700
6930,70,950
6931,50,750
6932,40,900
6933,94,2173
6934,323,10000
6935,140,7400
6936,102,5000
6937,170,4500
6938,250,3500
6939,44,1200
6940,54,2800
6941,125,6130
6942,80,2500
6943,150,9670
6944,50,800
6945,270,8840
6946,53,3500
6947,486,25000
6948,200,3800
6949,218,15000
6950,50,1750
6951,112,3153
6952,300,4000
6953,75,1500
6954,700,13500
6955,250,4800
6956,50,940
6957,91,9800
6958,83,2330
6959,335,4500
6960,520,12000
6961,235,7200
6962,50,1500
6963,280,10000
6964,80,1200
6965,70,2100
6966,139,8000
6967,325,9000
6968,60,1100
6969,238,4250
6970,50,1093
6971,128,2900
6972,300,5000
6973,160,8000
6974,400,7900
6975,62,1200
6976,300,4200
6977,300,4792
6978,30,1400
6979,155,2790
6980,300,3700
6981,37,3700
6982,35,1500
6983,55,700
6984,50,1550
6985,64,4000
6986,49,2000
6987,87,1800
6988,250,3480
6989,72,1750
6990,76,2662
6991,163,8000
6992,75,4000
6993,89,1800
6994,93,4200
6995,420,6500
6996,640,6141
6997,326,15000
6998,136,3500
6999,39,780
7000,70,900
7001,480,15000
7002,50,1900
7003,180,2500
7004,100,3000
7005,100,2000
7006,560,15000
7007,180,9000
7008,44,2350
7009,18,1090
7010,154,1300
7011,80,2800
7012,308,2000
7013,150,4500
7014,80,2450
7015,70,1000
7016,136,4000
7017,55,935
7018,90,2200
7019,48,1545
7020,224,9500
7021,32,2500
7022,60,500
7023,150,4200
7024,260,4500
7025,42,1120
7026,320,7000
7027,460,4000
7028,208,5960
7029,360,6593
7030,30,1500
7031,132,2900
7032,250,9000
7033,29,3050
7034,100,2000
7035,100,1920
7036,120,7500
7037,390,11000
7038,80,2400
7039,140,3000
7040,146,3500
7041,360,6000
7042,165,5000
7043,100,3570
7044,80,3100
7045,29,2300
7046,46,935
7047,110,5500
7048,300,3400
7049,62,7000
7050,150,4200
7051,92,1800
7052,50,900
7053,220,8900
7054,250,5300
7055,160,4000
7056,110,2500
7057,120,4000
7058,101,2900
7059,60,1800
7060,60,1700
7061,330,10000
7062,350,12000
7063,26,2100
7064,110,3900
7065,233,4300
7066,441,8000
7067,44,550
7068,150,4600
7069,50,820
7070,136,2300
7071,455,11000
7072,160,6500
7073,58,2000
7074,75,2500
7075,160,3150
7076,310,5000
7077,180,2500
7078,207,2500
7079,91,2438
7080,275,10000
7081,265,2500
7082,57,6000
7083,450,8000
7084,245,3200
7085,216,4675
7086,74,900
7087,80,2300
7088,130,3850
7089,56,2500
7090,163,7000
7091,70,1200
7092,45,860
7093,80,3900
7094,80,1950
7095,600,6800
7096,150,1600
7097,28,1250
7098,265,8712
7099,100,2840
7100,55,1100
7101,48,850
7102,82,3000
7103,140,3300
7104,360,12000
7105,35,1200
7106,72,950
7107,133,2100
7108,95,1300
7109,27,960
7110,30,3500
7111,350,2000
7112,179,3200
7113,65,850
7114,150,5000
7115,35,1310
7116,47,2200
7117,360,7000
7118,115,6500
7119,341,4400
7120,89,1850
7121,46,2350
7122,226,6900
7123,32,1430
7124,115,12000
7125,164,4500
7126,37,3000
7127,160,4000
7128,175,3200
7129,140,3300
7130,400,5300
7131,45,1430
7132,153,3500
7133,56,760
7134,383,9500
7135,146,11000
7136,135,4500
7137,37,3000
7138,238,15000
7139,55,1100
7140,92,2288
7141,215,5000
7142,320,4500
7143,64,1540
7144,92,5000
7145,72,800
7146,65,2200
7147,500,8000
7148,131,4500
7149,70,2500
7150,530,2569
7151,85,1750
7152,20,1800
7153,139,11000
7154,45,5520
7155,266,7500
7156,110,2100
7157,182,7000
7158,318,12000
7159,380,10840
7160,85,1940
7161,62,1250
7162,42,1300
7163,50,1900
7164,52,860
7165,179,8500
7166,100,2662
7167,80,2500
7168,180,2500
7169,650,13800
7170,51,2000
7171,48,1400
7172,350,9000
7173,354,8850
7174,250,12000
7175,55,1300
7176,60,3800
7177,350,7300
7178,70,1500
7179,150,2250
7180,32,2001
7181,50,2960
7182,744,11000
7183,26,750
7184,63,3500
7185,60,1600
7186,120,3280
